optimizer,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
ftrl,18.5734,30.7577,33.267,2,87.0006,16,0.21601,0.9375
nadam,18.6125,30.5358,31.7783,2,43.5003,15,0.07659,0.97396
sgd,18.6734,30.6659,34.1902,2,435.0031,15,0.1,0.97917
rmsprop,18.375,30.5488,31.7118,2,130.5009,16,0.02142,0.99479
adadelta,19.75,30.5927,32.0264,2,174.0012,6,0.82736,0.50521
adagrad,17.0812,30.505,31.041,2,87.0006,15,0.27067,0.92188
adam,18.3594,30.5592,31.8708,2,261.0018,16,0.04045,0.98958
adamax,17.0094,30.7228,39.2716,2,391.5027,15,0.15419,0.94792
ftrl,19.4734,30.7285,35.207,2,174.0012,13,0.28513,0.90104
nadam,17.3734,30.4894,28.0893,2,43.5003,16,0.0385,0.99479
sgd,18.9359,30.4379,32.0817,2,87.0006,15,0.07267,0.96875
rmsprop,17.4547,30.6704,37.4162,2,304.5021,16,0.15138,0.96875
adadelta,18.9656,30.8569,34.7054,2,348.0024,13,0.55593,0.70312
adagrad,19.9484,30.7865,33.402,2,391.5027,16,0.33147,0.82292
adam,21.5188,30.7146,32.4503,2,43.5003,16,0.06672,0.97917
adamax,18.7328,30.7975,37.6089,2,391.5027,15,0.21833,0.91146
ftrl,18.0875,30.6736,34.2135,2,174.0012,14,0.24443,0.96354
nadam,18.8406,30.5894,35.1667,2,261.0018,16,0.16859,0.92188
sgd,18.7734,30.7456,38.7465,2,435.0031,15,0.10016,0.95312
rmsprop,19.4219,30.8448,32.6564,2,391.5027,16,0.13019,0.94271
adadelta,16.4844,30.7903,36.1104,2,348.0024,8,0.63022,0.59375
adagrad,19.8016,30.8349,30.9953,2,304.5021,15,0.325,0.86458
adam,20.1766,30.5505,32.895,2,217.5015,16,0.05162,0.98438
adamax,16.5172,30.5891,33.0017,2,130.5009,16,0.09332,0.96354
ftrl,20.7172,30.8261,32.6831,2,261.0018,15,0.31796,0.86458
nadam,21.2578,30.7849,31.191,2,261.0018,16,0.14781,0.93229
sgd,18.5219,30.771,31.1782,2,130.5009,15,0.0798,0.96875
rmsprop,16.6391,30.5905,43.3371,2,435.0031,16,0.16043,0.92708
adadelta,17.8109,30.7718,36.6146,2,348.0024,5,0.75827,0.47917
adagrad,18.5641,30.8848,30.7012,2,174.0012,16,0.27725,0.88542
adam,17.7688,30.9722,35.3065,2,261.0018,16,0.0576,0.97917
adamax,19.4953,30.9867,33.0961,2,348.0024,16,0.15519,0.93229
ftrl,18.9531,30.7222,36.8821,2,435.0031,15,0.32887,0.84375
nadam,17.5688,30.6824,34.8117,2,174.0012,16,0.06791,0.99479
sgd,15.6266,30.6003,35.4336,2,43.5003,15,0.0677,0.96875
rmsprop,16.8047,30.6976,37.4766,2,261.0018,16,0.07083,0.97396
adadelta,18.7203,30.664,33.2038,2,130.5009,5,0.63184,0.63542
adagrad,18.6891,30.5782,29.1728,2,174.0012,14,0.32578,0.85938
adam,18.5859,30.6935,33.1489,2,435.0031,15,0.10403,0.95833
adamax,18.5828,30.747,39.4656,2,304.5021,14,0.12948,0.96875
ftrl,20.8781,30.6599,30.9718,2,174.0012,16,0.26554,0.89583
nadam,19.5781,30.5649,28.9916,2,130.5009,16,0.08777,0.96875
sgd,17.6203,30.8887,30.7296,2,261.0018,16,0.09081,0.97396
rmsprop,20.7047,30.7871,32.2743,2,348.0024,15,0.03923,0.98958
adadelta,17.2172,30.7294,31.8025,2,435.0031,9,0.63129,0.57812
adagrad,19.1609,30.7674,36.944,2,391.5027,14,0.30888,0.85938
adam,22.2906,31.0734,31.031,2,261.0018,16,0.08763,0.95833
adamax,18.1516,30.9085,37.9995,2,391.5027,16,0.17998,0.93229
ftrl,18.6359,30.8304,38.3432,2,435.0031,15,0.35276,0.81771
nadam,19.4016,30.8541,31.9856,2,174.0012,16,0.11909,0.95312
sgd,19.9688,30.8347,32.6842,2,87.0006,15,0.06898,0.98438
rmsprop,15.275,30.7985,37.5382,2,217.5015,15,0.07256,0.96875
adadelta,17.4094,30.8307,39.658,2,391.5027,5,0.8511,0.38542
adagrad,21.4141,30.8458,38.5504,2,174.0012,16,0.24194,0.89062
adam,16.5062,30.9544,40.1521,2,261.0018,16,0.11059,0.95312
adamax,17.7672,30.9288,37.7005,2,435.0031,16,0.13175,0.95312
ftrl,20.4766,31.1813,30.4506,2,217.5015,16,0.24493,0.9375
nadam,18.4516,31.0278,27.555,2,87.0006,16,0.04556,0.98958
sgd,19.9188,31.1642,30.275,2,174.0012,16,0.0751,0.96354
rmsprop,16.7891,31.0772,37.875,2,304.5021,15,0.06369,0.97396
adadelta,18.7266,30.6548,38.3476,2,435.0031,7,0.7193,0.52604
adagrad,18.0141,30.9156,35.2791,2,217.5015,16,0.32208,0.81771
adam,17.6828,30.8573,31.8587,2,261.0018,16,0.05947,0.98438
adamax,20.6406,30.9178,36.4742,2,435.0031,15,0.20326,0.91667
ftrl,19.6234,30.9387,33.2795,2,261.0018,16,0.31046,0.875
nadam,18.3922,30.9253,34.4569,2,217.5015,16,0.09108,0.96354
sgd,21.2016,30.9516,29.3636,2,87.0006,15,0.05799,0.97396
rmsprop,18.3375,30.787,36.38,2,174.0012,15,0.08195,0.97396
adadelta,17.2609,31.1316,34.8039,2,304.5021,6,0.83171,0.43229
adagrad,18.8234,30.8976,33.8551,2,348.0024,15,0.32985,0.84896
adam,18.1469,30.7255,34.1122,2,391.5027,16,0.06761,0.97396
adamax,17.9969,30.9172,36.997,2,130.5009,16,0.11786,0.96354
ftrl,18.2109,30.9704,38.8565,2,435.0031,15,0.31695,0.88542
nadam,18.2203,31.0154,36.0917,2,304.5021,16,0.04509,0.98958
sgd,19.3125,30.9233,30.5764,2,435.0031,16,0.0973,0.97396
rmsprop,18.5078,31.1429,30.6426,2,348.0024,16,0.05209,0.97917
adadelta,17.3094,31.0019,33.8842,2,87.0006,8,0.70948,0.52604
adagrad,19.6328,30.9064,29.1812,2,217.5015,16,0.2375,0.90104
adam,21.1766,31.1878,36.6627,2,348.0024,15,0.1038,0.95312
adamax,18.9969,31.3108,32.9185,2,174.0012,16,0.132,0.94271
ftrl,18.8953,31.2515,27.8462,2,130.5009,14,0.2509,0.95312
nadam,18.6594,30.999,37.8957,2,435.0031,15,0.10839,0.95833
sgd,20.2797,30.8722,33.0529,2,348.0024,16,0.07528,0.97917
rmsprop,20.4562,30.9259,30.3959,2,87.0006,16,0.06926,0.96354
adadelta,16.2234,31.0853,34.1519,2,261.0018,9,0.63937,0.61979
adagrad,18.7453,30.9628,34.3404,2,217.5015,14,0.34782,0.77604
adam,18.5187,30.8836,33.1857,2,261.0018,16,0.09585,0.96875
adamax,18.1453,31.0494,31.3977,2,174.0012,14,0.09359,0.97396
ftrl,17.7547,30.9615,42.0325,2,435.0031,15,0.22254,0.95312
nadam,19.3812,30.898,36.1037,2,174.0012,16,0.06072,0.97917
sgd,18.3594,30.9565,36.7095,2,348.0024,15,0.14605,0.92708
rmsprop,20.4125,30.8432,33.6859,2,304.5021,15,0.06396,0.95833
adadelta,16.65,30.9676,37.3071,2,435.0031,12,0.63694,0.625
adagrad,20.2562,31.142,28.157,2,261.0018,15,0.27788,0.86979
adam,17.0266,31.0766,36.1993,2,87.0006,16,0.0457,0.98438
adamax,18.6609,31.0391,33.2322,2,348.0024,15,0.16444,0.91667
ftrl,16.9422,31.0111,32.5517,2,217.5015,16,0.28246,0.90104
nadam,19.7328,31.0287,29.8253,2,174.0012,16,0.09023,0.96875
sgd,18.4312,31.1984,31.6928,2,348.0024,16,0.11761,0.95833
rmsprop,18.1938,31.0191,33.0203,2,87.0006,15,0.06838,0.97396
adadelta,17.5312,31.043,38.2935,2,348.0024,5,0.91838,0.5
adagrad,18.6203,31.1564,34.8364,2,174.0012,16,0.2673,0.86979
adam,19.2953,31.3413,32.0923,2,217.5015,15,0.08237,0.96875
adamax,18.6828,31.1217,29.972,2,43.5003,16,0.11601,0.96354
ftrl,18.2469,31.1058,37.3621,2,174.0012,15,0.2262,0.96354
nadam,18.0188,30.8825,31.2113,2,43.5003,15,0.04785,0.98438
sgd,20.2031,31.0811,35.1589,2,130.5009,15,0.11228,0.94792
rmsprop,18.2672,31.1269,36.2243,2,217.5015,16,0.04698,0.97917
adadelta,16.0547,31.0599,38.4062,2,391.5027,8,0.8561,0.41146
adagrad,19.3781,31.0681,25.5457,2,43.5003,13,0.2269,0.92708
adam,18.6484,31.0262,41.9337,2,391.5027,14,0.1238,0.95312
adamax,19.5094,31.0798,31.0657,2,43.5003,16,0.10708,0.94271
ftrl,18.7609,31.0819,35.9699,2,348.0024,15,0.31468,0.88021
nadam,19.6719,31.0371,35.8442,2,435.0031,16,0.10502,0.94792
sgd,19.0562,31.0861,31.6079,2,174.0012,16,0.06797,0.97396
rmsprop,16.9625,31.2508,34.396,2,174.0012,16,0.12211,0.95312
adadelta,18.2812,31.4985,37.5626,2,435.0031,5,1.08884,0.28125
adagrad,18.0641,30.9957,30.51,2,87.0006,14,0.20121,0.94271
adam,17.7984,31.0386,32.5314,2,130.5009,16,0.05252,0.97917
adamax,20.6625,31.2354,41.3676,2,304.5021,16,0.12101,0.96354
ftrl,18.0375,30.9855,35.5692,2,217.5015,14,0.30135,0.91667
nadam,17.8188,30.93,35.3127,2,304.5021,16,0.08878,0.97396
sgd,18.7047,31.1017,28.9221,2,43.5003,16,0.0807,0.96875
rmsprop,16.5047,31.0574,33.9828,2,391.5027,16,0.08558,0.94271
adadelta,17.6094,30.9374,41.4507,2,435.0031,8,0.78989,0.48438
adagrad,21.0406,31.053,33.3182,2,217.5015,16,0.30129,0.83854
adam,17.4531,31.0973,31.8145,2,43.5003,16,0.03919,0.98438
adamax,19.4859,31.5067,33.3058,2,435.0031,14,0.12176,0.95312
ftrl,18.7344,31.1496,34.8985,2,261.0018,13,0.25073,0.91667
nadam,18.0562,31.0598,39.564,2,435.0031,15,0.09548,0.94271
sgd,18.5859,30.8529,31.7631,2,87.0006,16,0.07306,0.98958
rmsprop,19.975,31.0557,32.5972,2,217.5015,16,0.01379,0.99479
adadelta,19.6281,31.0221,32.1132,2,304.5021,6,0.8304,0.47396
adagrad,18.4828,31.052,41.7383,2,130.5009,16,0.31233,0.89062
adam,18.8266,31.0796,29.7801,2,87.0006,16,0.05039,0.98958
adamax,17.0781,31.1694,27.2044,2,130.5009,16,0.13924,0.93229
ftrl,18.3828,31.3708,30.5249,2,43.5003,16,0.24916,0.93229
nadam,17.3188,31.2009,33.4729,2,261.0018,16,0.10036,0.96354
sgd,19.2703,30.9848,35.5228,2,217.5015,16,0.08261,0.96875
rmsprop,18.0672,31.0524,33.9086,2,130.5009,15,0.11543,0.96354
adadelta,19.5438,31.3087,31.6056,2,217.5015,10,0.76458,0.51562
adagrad,18.8062,31.014,34.6375,2,304.5021,16,0.24626,0.91146
adam,19.9766,30.9653,37.0419,2,391.5027,16,0.14549,0.94271
adamax,17.6625,31.1245,34.7494,2,304.5021,15,0.1471,0.97396
ftrl,20.1609,30.9303,38.6098,2,304.5021,16,0.25459,0.93229
nadam,17.5297,31.054,32.2577,2,261.0018,15,0.11062,0.95312
sgd,20.6797,31.0271,32.1365,2,174.0012,15,0.07651,0.98438
rmsprop,17.4813,31.0302,36.2215,2,261.0018,15,0.09644,0.96354
adadelta,17.2656,31.0779,34.9308,2,217.5015,9,0.7692,0.51562
adagrad,18.3094,31.0784,36.4527,2,304.5021,15,0.35773,0.78125
adam,20.0359,30.9545,30.4948,2,87.0006,14,0.08448,0.94792
adamax,17.2672,31.0357,35.2995,2,174.0012,16,0.17327,0.92188
ftrl,19.9312,31.0516,32.8694,2,261.0018,16,0.30693,0.85938
nadam,18.3875,31.0495,25.8404,2,87.0006,16,0.08419,0.97396
sgd,17.2172,30.9254,37.9027,2,217.5015,16,0.07505,0.97396
rmsprop,18.2531,31.014,35.9709,2,435.0031,16,0.0475,0.98438
adadelta,19.0359,31.2624,42.4103,2,391.5027,9,0.72408,0.53125
adagrad,19.0812,31.0308,30.0109,2,261.0018,16,0.34473,0.79688
adam,18.7844,31.0976,32.9007,2,217.5015,16,0.11537,0.95312
adamax,21.2391,30.9801,27.7788,2,43.5003,16,0.11346,0.95833
ftrl,18.4094,30.8711,37.7979,2,348.0024,15,0.32763,0.85417
nadam,20.5016,31.0266,28.8118,2,174.0012,16,0.1205,0.94271
sgd,19.7969,30.924,32.0593,2,304.5021,16,0.12545,0.9375
rmsprop,18.9266,31.1821,28.2955,2,43.5003,15,0.06274,0.97917
adadelta,18.7687,31.3163,30.1648,2,87.0006,10,0.78307,0.49479
adagrad,17.0219,31.7048,32.0501,2,130.5009,16,0.23726,0.89062
adam,16.7344,31.5576,33.0538,2,174.0012,16,0.09446,0.95833
adamax,20.5703,31.4043,34.162,2,348.0024,15,0.2076,0.91667
ftrl,18.2656,31.2101,31.7717,2,217.5015,15,0.31938,0.86979
nadam,16.7344,31.1451,46.2449,2,348.0024,15,0.13133,0.95312
sgd,17.5234,31.1049,32.0242,2,87.0006,15,0.05416,0.98958
rmsprop,20.2688,31.1258,29.5756,2,87.0006,16,0.05652,0.98438
adadelta,19.1641,31.5686,39.1938,2,348.0024,11,0.91102,0.46875
adagrad,19.1344,31.0779,33.2406,2,391.5027,16,0.28952,0.92708
adam,19.9047,31.0443,28.7479,2,43.5003,16,0.06299,0.98438
adamax,20.4078,31.0844,35.4119,2,217.5015,14,0.12187,0.95833
ftrl,20.1391,31.203,29.1437,2,261.0018,14,0.22959,0.92708
nadam,19.3937,31.1933,36.5336,2,174.0012,16,0.09865,0.94271
sgd,18.6688,31.0859,32.9973,2,43.5003,14,0.05685,0.96875
rmsprop,19.5078,31.0209,31.8181,2,43.5003,15,0.09098,0.97396
adadelta,20.2141,31.0578,29.9477,2,174.0012,6,0.86644,0.40104
adagrad,19.3719,31.196,35.037,2,130.5009,13,0.25169,0.90104
adam,19.7531,31.1894,35.8143,2,174.0012,15,0.0635,0.97917
adamax,17.9547,31.2053,29.3626,2,87.0006,16,0.12044,0.96354
ftrl,20.6719,31.0028,33.6558,2,435.0031,14,0.29651,0.90625
nadam,19.6406,31.334,30.8296,2,43.5003,16,0.06754,0.97917
sgd,17.4703,31.1955,28.5831,2,87.0006,16,0.14557,0.95833
rmsprop,19.6203,31.2805,28.4704,2,87.0006,16,0.06892,0.96875
adadelta,19.475,31.1404,36.3186,2,174.0012,4,0.89763,0.39062
adagrad,19.0438,31.1385,36.2466,2,217.5015,15,0.36919,0.80729
adam,19.0172,31.1777,35.2653,2,348.0024,15,0.07078,0.98438
adamax,21.1,31.1703,30.4934,2,87.0006,15,0.12131,0.96354
ftrl,18.9453,31.1168,31.5905,2,43.5003,16,0.21106,0.95833
nadam,15.7609,31.1307,34.454,2,217.5015,14,0.11766,0.9375
sgd,19.3453,31.1241,32.6812,2,304.5021,15,0.08522,0.97396
rmsprop,20.6641,31.1116,31.309,2,87.0006,16,0.06441,0.98438
adadelta,17.9953,31.2009,32.8676,2,130.5009,8,0.72234,0.54167
adagrad,15.9578,31.3746,33.3183,2,391.5027,15,0.27145,0.89062
adam,19.4125,31.2966,30.1242,2,174.0012,16,0.09183,0.95312
adamax,19.2812,31.058,40.997,2,217.5015,16,0.16463,0.92188
ftrl,18.1266,31.2983,30.3806,2,130.5009,16,0.20277,0.94792
nadam,19.5703,31.0938,31.1555,2,43.5003,16,0.054,0.98958
sgd,18.4453,31.2455,33.4922,2,217.5015,16,0.11394,0.97396
rmsprop,19.1953,31.1967,32.4116,2,304.5021,15,0.06753,0.96875
adadelta,19.2109,31.3242,30.9215,2,87.0006,3,0.96328,0.33333
adagrad,19.7328,31.2158,38.4754,2,391.5027,15,0.44218,0.77604
adam,18.1906,31.2079,36.7358,2,304.5021,16,0.08628,0.96354
adamax,15.4688,31.2731,32.0413,2,261.0018,15,0.15527,0.92708
ftrl,19.0625,31.1767,41.0731,2,304.5021,16,0.3272,0.875
nadam,18.6984,31.3176,36.4254,2,348.0024,15,0.13179,0.9375
sgd,19.9219,31.4666,27.0592,2,43.5003,15,0.07324,0.97917
rmsprop,17.0234,31.4743,36.4232,2,435.0031,16,0.12318,0.93229
adadelta,16.9531,31.5015,36.0592,2,304.5021,8,0.91766,0.36979
adagrad,18.0094,31.4723,51.274,2,304.5021,15,0.3612,0.79688
adam,19.2172,31.4768,34.9633,2,348.0024,16,0.16131,0.94792
adamax,18.0391,31.19,33.6008,2,435.0031,16,0.14402,0.95833
ftrl,18.5016,31.3862,35.9718,2,391.5027,16,0.31575,0.875
nadam,18.7734,31.2428,36.0531,2,130.5009,16,0.07391,0.97396
sgd,17.0344,31.7165,42.7936,2,348.0024,16,0.11025,0.95833
rmsprop,20.2422,31.7099,38.2438,2,391.5027,16,0.12933,0.95833
adadelta,17.85,31.3777,42.5525,2,87.0006,6,0.80453,0.50521
adagrad,20.0953,31.2799,30.0067,2,130.5009,15,0.27814,0.85938
adam,19.4219,31.5997,31.1982,2,130.5009,16,0.08905,0.96875
adamax,18.6953,31.635,36.6755,2,348.0024,15,0.17553,0.9375
ftrl,18.6438,31.3921,32.9419,2,174.0012,16,0.25518,0.88542
nadam,17.8781,31.4096,34.0829,2,43.5003,15,0.04653,1.0
sgd,18.3141,31.354,33.0164,2,87.0006,16,0.0899,0.96354
rmsprop,17.6875,31.185,32.0332,2,217.5015,16,0.07107,0.97396
adadelta,19.2375,31.2747,30.7386,2,130.5009,5,0.88612,0.41667
adagrad,18.0,31.2244,33.1744,2,130.5009,15,0.31188,0.84896
adam,19.1484,31.3551,37.4108,2,435.0031,16,0.13325,0.9375
adamax,18.5125,31.527,36.0312,2,435.0031,15,0.19568,0.91667
ftrl,19.6281,31.5106,36.9652,2,261.0018,15,0.27011,0.91146
nadam,17.9969,31.299,32.8299,2,304.5021,16,0.07591,0.98958
sgd,17.5375,31.2882,41.6081,2,348.0024,16,0.08691,0.96875
rmsprop,18.8719,31.3747,34.2791,2,435.0031,16,0.08695,0.95833
adadelta,18.2922,31.7602,32.5792,2,87.0006,8,1.20255,0.41146
adagrad,18.5578,31.3512,28.4284,2,43.5003,15,0.25856,0.92188
adam,18.9719,31.4568,33.5871,2,391.5027,16,0.11502,0.94792
adamax,16.1859,31.3426,38.6601,2,391.5027,15,0.1975,0.89583
ftrl,18.5859,31.6237,30.653,2,174.0012,15,0.23905,0.93229
nadam,20.3703,31.5452,27.7366,2,43.5003,14,0.06911,0.97917
sgd,19.1906,32.0085,28.5683,2,43.5003,16,0.06685,0.96875
rmsprop,19.2531,31.4859,32.7778,2,304.5021,15,0.02712,0.98958
adadelta,17.2547,31.5876,38.1446,2,435.0031,9,0.87994,0.40625
adagrad,17.6406,31.3566,38.1714,2,435.0031,12,0.36544,0.77604
adam,20.0078,31.4047,32.6562,2,391.5027,16,0.07956,0.96875
adamax,17.1031,31.4382,40.7806,2,435.0031,12,0.16368,0.92188
ftrl,18.3281,31.4323,39.3668,2,435.0031,15,0.34791,0.88542
nadam,17.6781,31.4668,33.2256,2,174.0012,16,0.06751,0.98958
sgd,17.8391,31.5434,42.5137,2,435.0031,16,0.1156,0.9375
rmsprop,20.3781,31.8654,34.9753,2,348.0024,16,0.11308,0.95833
adadelta,15.5922,32.1191,38.8592,2,435.0031,4,1.00777,0.35938
adagrad,18.1016,31.5542,29.2325,2,435.0031,14,0.29572,0.91146
adam,20.9703,31.5943,28.8102,2,130.5009,16,0.08362,0.97917
adamax,19.6422,31.378,34.7996,2,217.5015,14,0.17196,0.91146
ftrl,19.7469,31.5732,32.9611,2,174.0012,16,0.27186,0.88021
nadam,19.2094,31.5708,34.5259,2,87.0006,16,0.12322,0.94792
sgd,19.7547,31.5398,33.2833,2,348.0024,16,0.06487,0.96875
rmsprop,19.1625,31.5577,30.3637,2,87.0006,16,0.04142,0.98438
adadelta,18.6219,31.5836,34.5552,2,174.0012,7,0.69485,0.5625
adagrad,18.7344,31.9201,31.5164,2,130.5009,16,0.28732,0.88021
adam,22.4109,31.5223,30.3865,2,261.0018,16,0.08063,0.96875
adamax,18.8141,31.5777,31.0847,2,130.5009,16,0.12751,0.9375
ftrl,18.2312,31.6871,28.0802,2,43.5003,15,0.20553,0.96354
nadam,17.9234,31.5006,39.3612,2,261.0018,16,0.11547,0.96354
sgd,20.4516,31.542,30.8796,2,391.5027,15,0.11235,0.95312
rmsprop,20.0406,31.5313,31.4719,2,217.5015,15,0.05038,0.97917
adadelta,17.7828,31.5495,38.8537,2,174.0012,10,0.80002,0.54688
adagrad,19.3844,31.6278,30.6994,2,217.5015,15,0.32574,0.85417
adam,19.625,31.7961,30.6909,2,217.5015,16,0.10157,0.96354
adamax,16.7578,31.622,35.7306,2,87.0006,15,0.16668,0.94271
ftrl,17.775,31.7158,35.7463,2,87.0006,15,0.22644,0.95833
nadam,18.5203,31.6747,38.4146,2,435.0031,16,0.08615,0.97396
sgd,16.4797,31.6967,35.533,2,348.0024,16,0.10027,0.96875
rmsprop,17.0594,31.6905,36.7085,2,348.0024,16,0.19156,0.94792
adadelta,22.4344,31.7517,28.781,2,130.5009,8,0.89934,0.45833
adagrad,16.45,31.6733,31.7417,2,43.5003,14,0.28748,0.90104
adam,18.0938,31.908,30.6314,2,261.0018,15,0.10519,0.96354
adamax,18.4625,31.5928,28.7522,2,130.5009,14,0.12011,0.9375
ftrl,20.0562,31.6825,29.1958,2,87.0006,15,0.25636,0.92708
nadam,19.4094,31.684,29.2139,2,87.0006,16,0.07975,0.97396
sgd,19.6203,31.657,27.5183,2,87.0006,16,0.06199,0.98438
rmsprop,18.5187,31.4817,33.9335,2,348.0024,16,0.03512,0.98438
adadelta,18.9172,31.7112,34.2606,2,435.0031,10,0.68073,0.59896
adagrad,18.0266,31.6692,37.5355,2,217.5015,14,0.36154,0.77604
adam,21.1594,31.6787,26.7817,2,87.0006,15,0.04933,0.98438
adamax,18.9141,32.0654,31.4602,2,174.0012,16,0.15006,0.94792
ftrl,17.3563,31.8004,31.5868,2,261.0018,14,0.28594,0.88542
nadam,18.8734,31.9362,36.3088,2,391.5027,16,0.0921,0.97396
sgd,20.7469,31.7523,29.9917,2,261.0018,16,0.08471,0.96354
rmsprop,20.6578,31.7598,30.965,2,261.0018,16,0.04448,0.98438
adadelta,17.9594,31.7715,33.9755,2,435.0031,5,0.78054,0.52083
adagrad,19.7047,31.8484,36.6916,2,217.5015,13,0.38877,0.79688
adam,19.225,31.8153,33.4718,2,130.5009,16,0.0843,0.96875
adamax,18.6875,31.9617,32.579,2,130.5009,16,0.14265,0.95833
ftrl,19.7125,31.7965,42.9784,2,435.0031,16,0.28275,0.92188
nadam,19.3438,31.7516,31.049,2,43.5003,16,0.06941,0.96354
sgd,18.55,31.8196,38.103,2,304.5021,15,0.09954,0.95833
rmsprop,18.7344,31.654,36.9866,2,435.0031,14,0.20183,0.92188
adadelta,18.8406,31.9192,29.201,2,87.0006,15,0.53229,0.60417
adagrad,21.8141,31.7496,25.9584,2,87.0006,15,0.25487,0.875
adam,21.1312,31.769,31.457,2,435.0031,16,0.10434,0.96875
adamax,20.6922,31.7372,31.0988,2,435.0031,15,0.12917,0.94792
ftrl,17.7141,31.7722,33.1547,2,304.5021,16,0.30784,0.85938
nadam,16.9359,31.6506,39.4184,2,435.0031,16,0.11982,0.9375
sgd,18.7156,31.7778,31.4329,2,174.0012,16,0.10471,0.95833
rmsprop,20.0031,31.6404,35.1793,2,261.0018,15,0.1475,0.93229
adadelta,18.2812,31.8087,29.7011,2,43.5003,5,0.87064,0.4375
adagrad,19.6891,31.7985,36.163,2,261.0018,13,0.24935,0.89583
adam,18.4219,31.9066,34.4701,2,304.5021,16,0.0912,0.97917
adamax,17.0656,32.019,32.9145,2,261.0018,16,0.18126,0.92708
ftrl,15.2703,31.7329,42.7503,2,391.5027,16,0.30919,0.92188
nadam,17.1453,31.8739,33.8865,2,87.0006,16,0.05742,0.98958
sgd,19.7078,31.8545,33.62,2,261.0018,15,0.07143,0.98438
rmsprop,18.4828,31.8468,34.3186,2,174.0012,16,0.06422,0.97917
adadelta,19.1625,31.7457,30.7823,2,87.0006,11,0.64762,0.59896
adagrad,20.475,31.9201,34.2505,2,217.5015,12,0.38962,0.75
adam,18.675,31.9355,38.7713,2,435.0031,16,0.10468,0.95312
adamax,17.7812,31.75,35.5456,2,174.0012,15,0.17153,0.90104
ftrl,18.8391,32.2223,38.7978,2,391.5027,16,0.32484,0.875
nadam,18.3453,32.3344,39.1866,2,87.0006,15,0.059,0.97396
sgd,19.8781,32.3362,38.369,2,435.0031,16,0.09854,0.97396
rmsprop,18.9266,32.3466,32.2132,2,87.0006,15,0.08828,0.97396
adadelta,17.7531,32.0918,32.8433,2,304.5021,5,0.9158,0.44271
adagrad,19.9328,32.2083,31.5126,2,261.0018,16,0.34067,0.84896
adam,18.3172,31.8841,36.6187,2,174.0012,16,0.06932,0.96875
adamax,18.0562,31.9453,38.9836,2,174.0012,16,0.15008,0.94792
ftrl,20.9406,31.8171,31.0128,2,261.0018,16,0.23656,0.96354
nadam,18.1328,31.7558,31.7998,2,304.5021,15,0.08343,0.95833
sgd,18.6312,31.9146,27.9311,2,87.0006,16,0.09037,0.97917
rmsprop,19.3953,32.0282,34.5997,2,348.0024,15,0.13713,0.96875
adadelta,17.9672,32.2126,37.9858,2,435.0031,7,0.78845,0.48438
adagrad,18.7594,32.1749,38.29,2,391.5027,16,0.35464,0.79167
adam,17.6062,32.5221,38.4028,2,435.0031,15,0.1271,0.94792
adamax,18.7391,32.3972,38.4732,2,391.5027,15,0.1308,0.94792
ftrl,16.9875,32.1048,36.9829,2,174.0012,16,0.2441,0.94271
nadam,18.5484,31.9106,37.6313,2,348.0024,16,0.1123,0.94792
sgd,18.9203,32.1196,37.2802,2,348.0024,15,0.09551,0.95833
rmsprop,16.6141,32.9959,32.1843,2,43.5003,16,0.0699,0.97917
adadelta,19.3203,32.771,35.6571,2,391.5027,13,0.78373,0.40104
adagrad,17.6688,31.7868,32.1621,2,130.5009,15,0.37826,0.77083
adam,18.1281,31.8876,32.0845,2,87.0006,15,0.08158,0.96875
adamax,19.2313,31.9222,32.5597,2,217.5015,16,0.17541,0.94271
ftrl,18.8594,31.9054,36.1981,2,261.0018,16,0.21079,0.94792
nadam,17.7719,31.8918,35.8408,2,391.5027,16,0.06998,0.98958
sgd,20.8922,32.0732,36.1853,2,130.5009,16,0.07222,0.97917
rmsprop,18.3688,31.8594,32.8384,2,87.0006,14,0.13827,0.94792
adadelta,21.0969,31.9013,29.3547,2,217.5015,7,0.6406,0.59896
adagrad,19.6359,31.883,31.4571,2,391.5027,15,0.4049,0.81771
adam,19.6562,31.9535,31.2047,2,130.5009,16,0.07662,0.96875
adamax,19.6266,31.8834,33.319,2,391.5027,16,0.12286,0.95833
ftrl,19.0844,32.0102,45.6424,2,435.0031,15,0.2492,0.90104
nadam,17.0156,31.9597,37.7861,2,435.0031,16,0.0797,0.96354
sgd,19.9047,32.1523,29.9939,2,348.0024,15,0.12452,0.94792
rmsprop,20.6453,31.9964,30.8078,2,261.0018,16,0.03039,0.98958
adadelta,18.0344,31.9608,29.1324,2,43.5003,6,0.86152,0.44792
adagrad,17.7234,31.8558,31.6239,2,304.5021,15,0.28437,0.86979
adam,18.9,32.1985,30.484,2,174.0012,15,0.07871,0.97917
adamax,17.7297,32.134,35.7467,2,130.5009,16,0.10709,0.97917
ftrl,19.2531,31.9746,31.0355,2,43.5003,16,0.21307,0.95833
nadam,17.7375,31.9287,29.5802,2,130.5009,16,0.0881,0.96875
sgd,17.9672,31.9304,38.309,2,261.0018,16,0.09205,0.96354
rmsprop,17.5828,31.8523,38.065,2,348.0024,16,0.11805,0.94271
adadelta,19.3422,32.0177,30.2615,2,130.5009,7,0.63545,0.61979
