optimizer,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
nadam,45.375,67.325,29.2474,2,174.0012,16,0.08166,0.96875
sgd,49.425,45.5,34.2606,2,261.0018,15,0.10864,0.96354
rmsprop,56.175,62.825,29.5106,2,217.5015,15,0.0315,0.98958
adadelta,61.325,44.975,34.005,2,261.0018,11,0.66812,0.61458
adagrad,54.25,56.9,36.3768,2,348.0024,15,0.27313,0.90625
adam,51.6,44.325,36.2793,2,130.5009,16,0.05567,0.98438
adamax,52.4,48.275,31.7788,2,261.0018,15,0.09041,0.96354
ftrl,62.375,46.625,33.777,2,43.5003,14,0.27904,0.91667
nadam,49.55,54.775,33.0661,2,391.5027,16,0.11706,0.9375
sgd,62.075,50.0,42.2843,2,304.5021,16,0.09198,0.96875
rmsprop,49.625,44.05,36.796,2,217.5015,15,0.03942,0.98958
adadelta,54.45,49.675,36.8204,2,391.5027,10,0.81123,0.45312
adagrad,60.25,60.525,40.9353,2,130.5009,16,0.32404,0.83854
adam,52.7,44.15,33.7889,2,130.5009,16,0.05056,0.98958
adamax,61.625,49.875,37.6654,2,130.5009,15,0.1294,0.95312
ftrl,60.55,59.075,29.5965,2,174.0012,16,0.2562,0.93229
nadam,53.1,55.05,29.6794,2,391.5027,16,0.07791,0.97917
sgd,43.7,60.025,34.1484,2,261.0018,16,0.10338,0.94792
rmsprop,53.625,28.025,34.5307,2,348.0024,14,0.11752,0.97917
adadelta,60.1,46.125,29.8146,2,87.0006,6,0.89648,0.39583
adagrad,59.275,37.1,32.9875,2,130.5009,15,0.33181,0.84896
adam,49.7,30.25,42.4174,2,261.0018,16,0.08007,0.97917
adamax,54.1,27.35,37.6799,2,348.0024,16,0.15589,0.94271
ftrl,61.3,56.875,36.9237,2,174.0012,16,0.24051,0.93229
nadam,56.475,46.325,37.3421,2,261.0018,15,0.10734,0.95833
sgd,54.05,30.1,29.9827,2,87.0006,16,0.06865,0.97396
rmsprop,45.6,53.0,29.8347,2,130.5009,16,0.05935,0.96354
adadelta,59.95,23.825,32.8169,2,43.5003,10,0.76731,0.46875
adagrad,54.3,63.975,34.368,2,348.0024,15,0.36057,0.79688
adam,58.925,27.15,40.5307,2,174.0012,16,0.07679,0.97396
adamax,55.275,29.45,33.6445,2,43.5003,16,0.11682,0.95833
ftrl,61.6,46.9,36.7549,2,348.0024,16,0.28234,0.89062
nadam,50.45,23.975,36.2039,2,304.5021,16,0.08395,0.95833
sgd,57.825,63.85,33.963,2,130.5009,16,0.07257,0.98438
rmsprop,48.9,44.65,35.0574,2,217.5015,16,0.13991,0.94271
adadelta,58.65,43.475,40.8395,2,217.5015,9,0.88064,0.4375
adagrad,54.375,29.725,37.2248,2,130.5009,14,0.25668,0.91146
adam,46.725,59.425,33.6999,2,217.5015,16,0.11706,0.94792
adamax,49.675,60.2,34.475,2,348.0024,16,0.13374,0.95312
ftrl,57.675,36.0,34.4139,2,174.0012,16,0.27273,0.91146
nadam,54.8,25.1,37.8569,2,304.5021,16,0.09111,0.95312
sgd,59.775,38.575,43.5151,2,435.0031,16,0.09172,0.97917
rmsprop,50.925,45.8,34.5072,2,130.5009,16,0.13741,0.97396
adadelta,61.275,57.9,33.7106,2,174.0012,12,0.76138,0.54167
adagrad,44.375,53.3,31.4462,2,217.5015,14,0.34976,0.84375
adam,58.675,54.125,30.9702,2,304.5021,16,0.05682,0.98958
adamax,41.2,54.35,41.8401,2,348.0024,14,0.13301,0.94271
ftrl,42.35,53.45,34.0027,2,261.0018,16,0.25878,0.88542
nadam,54.2,25.775,32.7149,2,174.0012,16,0.07055,0.97917
sgd,45.1,45.175,32.5117,2,43.5003,15,0.05378,0.97917
rmsprop,58.0,24.675,46.2195,2,174.0012,15,0.10953,0.96875
adadelta,53.7,51.775,37.159,2,304.5021,10,0.72028,0.55208
adagrad,55.325,44.15,32.4335,2,304.5021,16,0.25321,0.89583
adam,52.55,24.5,42.1768,2,391.5027,16,0.08285,0.96354
adamax,61.15,59.5,36.9468,2,348.0024,15,0.14776,0.9375
ftrl,61.125,44.175,39.2319,2,348.0024,16,0.26072,0.90625
nadam,56.825,48.6,36.6637,2,391.5027,15,0.07978,0.96875
sgd,50.95,59.05,31.8275,2,130.5009,16,0.05925,0.98438
rmsprop,61.7,57.475,34.5854,2,391.5027,16,0.12816,0.95833
adadelta,61.55,55.55,40.7082,2,217.5015,8,0.81284,0.58333
adagrad,58.05,32.925,32.5458,2,174.0012,13,0.26125,0.89062
adam,49.45,46.4,32.3109,2,304.5021,16,0.08426,0.97396
adamax,57.775,58.6,42.1171,2,304.5021,15,0.11681,0.96354
ftrl,61.4,64.9,29.4858,2,261.0018,16,0.23567,0.90625
nadam,52.075,54.85,32.9891,2,130.5009,16,0.06177,0.98438
sgd,59.55,24.5,35.7943,2,348.0024,16,0.10643,0.96354
rmsprop,58.6,48.275,29.5336,2,43.5003,16,0.00401,1.0
adadelta,54.8,50.275,36.4957,2,217.5015,12,0.76403,0.5
adagrad,55.075,33.2,35.6032,2,348.0024,16,0.32051,0.8125
adam,52.5,33.45,39.7073,2,435.0031,16,0.17587,0.91667
adamax,61.3,61.125,33.1797,2,391.5027,15,0.16971,0.9375
ftrl,60.75,57.225,33.9463,2,304.5021,16,0.22331,0.93229
nadam,59.55,55.425,31.6223,2,391.5027,16,0.09546,0.96875
sgd,56.125,27.75,33.994,2,348.0024,16,0.09739,0.96354
rmsprop,55.875,51.9,38.4061,2,304.5021,16,0.08477,0.98438
adadelta,61.2,48.6,38.1681,2,43.5003,9,0.78333,0.46875
adagrad,56.85,48.825,34.8103,2,348.0024,13,0.3425,0.88021
adam,55.95,53.1,36.6493,2,391.5027,15,0.10814,0.95833
adamax,49.125,49.925,35.5983,2,391.5027,15,0.17352,0.9375
ftrl,60.775,49.625,35.8992,2,261.0018,15,0.24001,0.92708
nadam,61.225,58.1,32.1022,2,174.0012,16,0.10074,0.96875
sgd,47.1,32.25,34.811,2,348.0024,16,0.10124,0.96354
rmsprop,53.25,29.65,36.5928,2,261.0018,16,0.00746,0.99479
adadelta,59.475,42.425,27.2124,2,43.5003,7,0.76019,0.58854
adagrad,46.85,47.3,39.8201,2,435.0031,16,0.27541,0.91667
adam,56.575,20.55,36.3746,2,348.0024,16,0.10347,0.95312
adamax,55.075,53.05,39.4442,2,435.0031,13,0.18873,0.91146
ftrl,34.475,47.45,35.024,2,87.0006,16,0.24344,0.89583
nadam,55.7,45.175,37.2013,2,348.0024,16,0.10111,0.96354
sgd,49.05,52.825,29.7973,2,174.0012,16,0.07736,0.97396
rmsprop,54.875,47.175,36.2846,2,348.0024,16,0.08904,0.96875
adadelta,58.325,44.225,33.8745,2,217.5015,5,1.17045,0.27083
adagrad,47.025,47.725,34.9003,2,391.5027,13,0.32494,0.86458
adam,59.625,54.15,30.3922,2,217.5015,16,0.06891,0.97396
adamax,55.1,47.725,33.6543,2,174.0012,16,0.14465,0.93229
ftrl,53.875,29.225,32.3644,2,87.0006,14,0.24992,0.91146
nadam,47.975,57.425,36.9634,2,348.0024,16,0.09897,0.96354
sgd,60.225,52.1,30.143,2,217.5015,16,0.07423,0.97917
rmsprop,61.55,52.225,35.9451,2,87.0006,15,0.1402,0.95312
adadelta,56.125,51.45,48.5815,2,391.5027,9,0.67859,0.58854
adagrad,50.075,54.65,33.6542,2,304.5021,14,0.31046,0.80208
adam,52.325,51.9,34.7476,2,87.0006,16,0.0758,0.97917
adamax,56.55,50.75,37.3838,2,391.5027,15,0.16664,0.94792
ftrl,61.525,50.75,35.2159,2,130.5009,16,0.24082,0.93229
nadam,39.75,63.95,33.6091,2,348.0024,15,0.09769,0.96354
sgd,51.65,37.925,33.8648,2,261.0018,15,0.09413,0.97396
rmsprop,35.325,54.2,33.3715,2,130.5009,15,0.1011,0.96354
adadelta,35.875,55.6,27.1497,2,130.5009,4,0.9788,0.3125
adagrad,45.975,61.8,28.9216,2,217.5015,16,0.31897,0.84375
adam,54.3,40.475,33.8227,2,304.5021,16,0.12658,0.93229
adamax,52.175,44.5,31.3566,2,130.5009,16,0.12119,0.95312
ftrl,50.45,64.775,30.7066,2,261.0018,15,0.30014,0.91146
nadam,54.1,29.7,31.3733,2,348.0024,14,0.09744,0.95312
sgd,46.975,57.55,27.1089,2,87.0006,16,0.07374,0.97396
rmsprop,58.825,23.475,37.8692,2,43.5003,16,0.13118,0.96354
adadelta,50.8,54.45,32.4405,2,217.5015,13,0.61504,0.59896
adagrad,59.475,21.475,37.6186,2,391.5027,14,0.34664,0.79688
adam,56.2,23.9,37.0895,2,348.0024,16,0.09855,0.97917
adamax,50.825,44.875,30.6138,2,130.5009,12,0.10692,0.98438
ftrl,47.525,52.975,34.9881,2,174.0012,16,0.20048,0.95833
nadam,44.6,54.25,31.7905,2,43.5003,16,0.07336,0.98438
sgd,49.3,56.675,28.3361,2,174.0012,16,0.07236,0.97917
rmsprop,52.3,54.675,34.4691,2,391.5027,14,0.16134,0.95312
adadelta,57.875,48.525,36.2595,2,391.5027,7,0.72505,0.52604
adagrad,61.3,61.075,29.3692,2,348.0024,16,0.30788,0.83333
adam,35.3,58.925,35.5086,2,174.0012,16,0.08996,0.96875
adamax,49.375,55.8,34.8514,2,304.5021,15,0.20613,0.89583
ftrl,58.4,46.775,39.4059,2,304.5021,16,0.36671,0.85417
nadam,55.675,56.625,28.577,2,174.0012,15,0.0905,0.96354
sgd,53.4,60.85,30.393,2,261.0018,15,0.13985,0.9375
rmsprop,55.7,36.025,34.8807,2,217.5015,16,0.06939,0.95833
adadelta,55.4,49.175,37.9468,2,435.0031,13,0.5627,0.65625
adagrad,52.825,28.55,41.3766,2,391.5027,14,0.34917,0.79688
adam,60.95,39.55,39.3795,2,391.5027,15,0.11486,0.93229
adamax,60.65,27.125,38.37,2,435.0031,16,0.18133,0.92188
ftrl,54.475,47.575,34.8031,2,87.0006,16,0.19974,0.96875
nadam,62.6,50.9,36.4957,2,261.0018,16,0.08622,0.97917
sgd,54.125,44.1,28.5252,2,43.5003,16,0.06145,0.98438
rmsprop,59.15,30.775,36.9854,2,348.0024,16,0.13179,0.95312
adadelta,57.425,47.325,33.343,2,130.5009,4,1.07397,0.30208
adagrad,45.725,44.125,37.6318,2,174.0012,12,0.32116,0.83333
adam,40.45,57.725,37.6429,2,391.5027,15,0.09858,0.95312
adamax,60.5,47.05,32.0814,2,87.0006,15,0.12191,0.94792
ftrl,59.05,18.875,35.4659,2,87.0006,15,0.29046,0.90104
nadam,40.95,24.0,31.7856,2,43.5003,16,0.06555,0.97396
sgd,55.325,36.025,34.7655,2,87.0006,16,0.08893,0.96354
rmsprop,61.375,58.975,35.7144,2,304.5021,16,0.06327,0.98438
adadelta,61.125,56.15,34.8996,2,304.5021,9,0.96148,0.45312
adagrad,51.85,49.45,33.7048,2,130.5009,14,0.23295,0.92188
adam,57.4,60.7,32.1998,2,391.5027,16,0.10901,0.95833
adamax,58.15,25.625,32.1358,2,43.5003,16,0.10361,0.95312
ftrl,56.575,44.45,34.4243,2,130.5009,15,0.24286,0.91667
nadam,47.925,53.825,33.7692,2,304.5021,15,0.1128,0.94792
sgd,58.2,30.375,38.2343,2,217.5015,15,0.10684,0.95312
rmsprop,54.225,49.2,38.1014,2,391.5027,15,0.05514,0.97917
adadelta,50.375,49.625,33.8635,2,87.0006,7,0.68167,0.53125
adagrad,48.325,50.225,47.3018,2,435.0031,14,0.32713,0.86458
adam,53.325,53.125,32.6299,2,174.0012,16,0.07712,0.97396
adamax,50.575,55.625,29.459,2,174.0012,15,0.16541,0.91146
ftrl,46.025,39.425,34.8169,2,304.5021,16,0.28142,0.89062
nadam,58.35,50.175,31.3538,2,43.5003,16,0.04802,0.97917
sgd,47.95,55.975,30.9653,2,87.0006,16,0.03437,0.98958
rmsprop,56.2,26.275,36.6393,2,174.0012,16,0.01124,0.99479
adadelta,47.725,51.25,35.7657,2,174.0012,10,0.78108,0.45833
adagrad,48.375,27.85,34.8785,2,217.5015,13,0.29266,0.84375
adam,58.6,55.025,34.0074,2,304.5021,16,0.08335,0.97396
adamax,56.4,55.025,35.1492,2,174.0012,15,0.16327,0.92708
ftrl,44.45,31.975,30.1429,2,43.5003,16,0.23328,0.93229
nadam,59.525,58.575,34.3877,2,261.0018,16,0.08084,0.96875
sgd,46.95,48.775,37.0912,2,348.0024,16,0.10665,0.9375
rmsprop,59.65,38.075,30.7261,2,87.0006,15,0.08832,0.98438
adadelta,60.575,47.95,30.5335,2,87.0006,6,0.80986,0.46875
adagrad,56.55,60.45,32.6544,2,348.0024,13,0.27437,0.89583
adam,56.825,51.0,39.8482,2,348.0024,16,0.07687,0.98438
adamax,50.35,53.4,32.6582,2,43.5003,16,0.08513,0.97917
ftrl,59.975,49.075,37.4752,2,304.5021,15,0.29789,0.92188
nadam,61.025,59.325,30.7395,2,87.0006,16,0.1013,0.94271
sgd,46.25,55.075,34.7026,2,391.5027,15,0.09906,0.96354
rmsprop,60.55,53.4,35.3509,2,130.5009,16,0.05908,0.97396
adadelta,59.9,47.65,34.8651,2,391.5027,5,0.72634,0.54688
adagrad,55.85,48.175,35.232,2,217.5015,13,0.3661,0.85417
adam,59.6,46.9,44.4546,2,174.0012,16,0.08918,0.96354
adamax,56.475,47.4,40.2564,2,435.0031,15,0.18209,0.91667
ftrl,42.75,58.95,33.8492,2,391.5027,16,0.28906,0.88021
nadam,53.7,56.575,27.8858,2,130.5009,16,0.05805,0.98958
sgd,60.275,52.875,33.3314,2,261.0018,15,0.06042,0.98438
rmsprop,51.75,26.125,34.8825,2,304.5021,15,0.07177,0.97396
adadelta,36.325,49.2,31.1763,2,391.5027,6,0.80466,0.51042
adagrad,44.875,31.375,36.3457,2,304.5021,11,0.33257,0.82812
adam,60.275,57.5,34.4696,2,348.0024,15,0.06461,0.97917
adamax,51.25,54.6,31.8018,2,174.0012,15,0.12407,0.96354
ftrl,46.725,42.575,33.8853,2,43.5003,14,0.21712,0.97396
nadam,61.25,51.625,37.5749,2,217.5015,16,0.06325,0.97917
sgd,58.8,61.175,29.3975,2,261.0018,15,0.0833,0.95833
rmsprop,39.0,50.65,35.7189,2,348.0024,16,0.10186,0.96875
adadelta,51.625,49.225,33.4307,2,435.0031,9,0.80545,0.53125
adagrad,61.475,50.625,34.3221,2,348.0024,13,0.38074,0.77083
adam,49.95,47.0,35.1471,2,304.5021,16,0.13178,0.9375
adamax,47.275,55.35,29.4804,2,130.5009,16,0.15721,0.95312
ftrl,51.925,31.025,35.7659,2,348.0024,15,0.28968,0.89583
nadam,55.75,46.25,36.0484,2,348.0024,16,0.08718,0.97396
sgd,54.975,56.825,28.4326,2,43.5003,16,0.0415,0.98958
rmsprop,57.85,23.275,39.7334,2,435.0031,15,0.08852,0.96875
adadelta,61.375,50.85,44.9421,2,174.0012,5,0.82368,0.46875
adagrad,51.3,52.0,32.5164,2,130.5009,16,0.33669,0.8125
adam,55.15,53.0,37.565,2,435.0031,16,0.09396,0.96875
adamax,40.925,61.075,39.2715,2,174.0012,14,0.15768,0.9375
ftrl,51.2,66.175,29.9466,2,130.5009,14,0.25783,0.92708
nadam,51.875,55.45,32.2108,2,130.5009,15,0.07514,0.97396
sgd,61.075,47.775,36.2816,2,391.5027,16,0.11406,0.94792
rmsprop,58.35,34.25,36.0599,2,261.0018,16,0.05077,0.98438
adadelta,59.55,43.975,30.1212,2,87.0006,3,1.05772,0.36979
adagrad,59.825,52.6,29.1057,2,261.0018,14,0.28557,0.88021
adam,39.275,48.975,35.2838,2,217.5015,14,0.08445,0.97917
adamax,48.025,48.3,35.5781,2,217.5015,15,0.13318,0.94792
ftrl,56.725,45.825,28.8533,2,43.5003,16,0.19711,0.96354
nadam,52.975,53.55,41.8838,2,261.0018,16,0.0988,0.97396
sgd,58.45,24.45,37.6268,2,348.0024,16,0.08391,0.95833
rmsprop,48.475,26.3,33.2188,2,130.5009,16,0.10657,0.95833
adadelta,46.1,34.275,34.3888,2,261.0018,9,0.72542,0.54688
adagrad,54.75,28.9,38.6558,2,391.5027,14,0.32349,0.86458
adam,40.05,49.3,30.2229,2,130.5009,15,0.107,0.96354
adamax,49.8,43.475,32.0882,2,217.5015,15,0.12111,0.97917
ftrl,57.75,50.925,37.8138,2,304.5021,14,0.25015,0.90625
nadam,57.9,55.875,33.8158,2,304.5021,16,0.10187,0.94792
sgd,53.125,58.625,31.7029,2,217.5015,16,0.10342,0.95833
rmsprop,55.6,49.475,42.7209,2,261.0018,16,0.0612,0.97917
adadelta,48.775,58.375,29.6169,2,217.5015,8,0.7337,0.53646
adagrad,59.275,34.75,32.9846,2,435.0031,14,0.30788,0.85938
adam,59.85,44.425,36.4024,2,348.0024,15,0.13977,0.94792
adamax,61.275,57.45,36.5452,2,348.0024,14,0.10738,0.94271
ftrl,54.05,35.95,35.1091,2,348.0024,16,0.25805,0.9375
nadam,48.45,46.6,31.3614,2,87.0006,15,0.12084,0.94792
sgd,57.45,56.85,29.833,2,217.5015,15,0.0794,0.97917
rmsprop,53.3,52.275,31.6878,2,435.0031,16,0.06407,0.97917
adadelta,57.625,34.5,30.5535,2,87.0006,4,0.98744,0.29688
adagrad,59.05,56.8,31.1341,2,435.0031,15,0.32614,0.875
adam,47.625,21.025,45.8005,2,217.5015,16,0.08645,0.96875
adamax,51.0,59.1,31.9722,2,217.5015,15,0.11857,0.94271
ftrl,52.9,57.4,34.819,2,391.5027,16,0.25936,0.91667
nadam,49.125,52.675,28.8039,2,87.0006,15,0.03186,0.98958
sgd,59.075,37.225,32.9626,2,304.5021,16,0.10195,0.94271
rmsprop,55.75,41.825,28.6051,2,43.5003,16,0.07335,0.97917
adadelta,51.8,31.1,36.1253,2,43.5003,12,0.71478,0.56771
adagrad,44.075,51.275,33.8963,2,174.0012,13,0.28537,0.875
adam,53.225,23.2,36.2077,2,130.5009,14,0.06799,0.97917
adamax,46.275,53.025,31.0429,2,87.0006,15,0.11331,0.96354
ftrl,46.625,46.25,39.2795,2,130.5009,16,0.21496,0.92188
nadam,53.625,51.6,29.6356,2,130.5009,15,0.08795,0.97396
sgd,51.9,32.825,36.4697,2,217.5015,15,0.0741,0.96875
rmsprop,60.625,56.1,34.9623,2,391.5027,15,0.08188,0.96354
adadelta,55.95,35.25,41.371,2,261.0018,10,0.81336,0.41667
adagrad,54.725,56.425,34.0656,2,435.0031,12,0.37522,0.86458
adam,55.6,62.95,33.9095,2,217.5015,16,0.14127,0.94271
adamax,56.5,59.575,38.1225,2,435.0031,16,0.22458,0.90104
ftrl,61.15,57.775,35.161,2,261.0018,15,0.31456,0.90104
nadam,59.475,50.075,36.5354,2,435.0031,15,0.13325,0.94271
sgd,55.7,59.375,35.0687,2,304.5021,16,0.07049,0.98438
rmsprop,46.175,22.175,36.1093,2,174.0012,16,0.07029,0.96875
adadelta,54.075,57.45,33.0535,2,130.5009,7,0.793,0.48438
adagrad,54.075,23.0,37.7931,2,304.5021,12,0.31726,0.89062
adam,52.875,53.025,34.4677,2,43.5003,16,0.05915,0.97917
adamax,60.275,39.25,43.2267,2,435.0031,12,0.19223,0.93229
ftrl,32.625,51.175,34.1515,2,87.0006,15,0.23048,0.97396
nadam,54.3,56.125,33.1535,2,348.0024,16,0.09763,0.96875
sgd,46.525,43.825,36.6886,2,391.5027,16,0.10266,0.95312
rmsprop,60.425,38.925,32.504,2,87.0006,16,0.14455,0.95833
adadelta,46.35,33.025,38.6015,2,304.5021,10,0.55021,0.69271
adagrad,60.675,57.875,38.0791,2,391.5027,14,0.42141,0.77604
adam,44.0,52.0,37.3471,2,391.5027,14,0.10611,0.96875
adamax,58.275,67.475,28.3329,2,217.5015,16,0.10499,0.96354
ftrl,51.475,31.65,35.2468,2,130.5009,16,0.23954,0.91667
nadam,51.05,32.275,44.6511,2,435.0031,16,0.12167,0.94792
sgd,47.2,65.675,31.7496,2,348.0024,16,0.14903,0.92708
rmsprop,48.15,44.125,37.0073,2,348.0024,16,0.09618,0.97396
adadelta,49.7,49.55,46.9305,2,348.0024,8,0.84889,0.44792
adagrad,55.5,48.7,31.2257,2,43.5003,16,0.20643,0.95312
adam,59.575,59.65,28.4549,2,87.0006,16,0.08465,0.96875
adamax,56.775,33.45,38.29,2,348.0024,14,0.1964,0.89583
ftrl,52.15,51.825,34.8757,2,174.0012,16,0.21794,0.96875
nadam,42.225,43.025,35.5889,2,87.0006,16,0.0629,0.97917
sgd,38.375,56.7,34.0887,2,435.0031,15,0.12398,0.92708
rmsprop,55.575,53.95,37.2942,2,348.0024,16,0.13907,0.95833
adadelta,45.85,48.875,37.1349,2,174.0012,7,0.79525,0.48438
adagrad,53.225,56.75,33.8963,2,217.5015,14,0.29442,0.875
adam,59.7,31.75,38.2864,2,348.0024,16,0.11588,0.95833
adamax,58.2,53.55,28.8957,2,87.0006,16,0.09281,0.96875
ftrl,49.275,33.575,41.6814,2,217.5015,16,0.25104,0.94792
nadam,57.5,39.35,32.4013,2,174.0012,16,0.07292,0.97396
sgd,59.025,48.45,39.0139,2,391.5027,16,0.08586,0.94792
rmsprop,51.45,25.6,36.9424,2,261.0018,14,0.02674,0.98958
adadelta,46.15,41.3,34.2364,2,87.0006,12,0.65863,0.59896
adagrad,56.575,24.175,32.4335,2,43.5003,15,0.24762,0.91667
adam,56.35,35.025,39.2318,2,391.5027,16,0.10221,0.97917
adamax,60.8,44.325,34.249,2,130.5009,14,0.13761,0.94792
ftrl,55.25,29.5,35.2056,2,304.5021,14,0.31877,0.84896
nadam,60.1,47.675,36.4991,2,348.0024,16,0.07937,0.97917
sgd,50.2,63.95,30.3485,2,130.5009,16,0.07979,0.96354
rmsprop,53.45,26.275,33.8409,2,130.5009,14,0.05278,0.97917
adadelta,52.65,58.5,29.0684,2,217.5015,5,0.84505,0.47396
adagrad,59.45,46.975,35.7344,2,87.0006,16,0.29107,0.86979
adam,36.125,55.425,32.552,2,391.5027,16,0.08642,0.96354
adamax,60.7,52.175,31.7302,2,130.5009,16,0.15078,0.95312
ftrl,55.1,21.95,37.8152,2,391.5027,14,0.27237,0.88021
nadam,60.45,53.075,30.9155,2,130.5009,16,0.06341,0.97917
sgd,53.45,54.8,35.5278,2,217.5015,15,0.08835,0.96354
rmsprop,52.675,54.025,30.7619,2,174.0012,14,0.03994,0.98958
adadelta,58.35,27.325,35.4188,2,435.0031,7,0.69684,0.56771
adagrad,54.775,48.35,33.6441,2,217.5015,13,0.4283,0.8125
adam,60.05,54.85,38.4451,2,391.5027,16,0.07881,0.96875
adamax,54.15,64.25,29.3147,2,174.0012,15,0.18492,0.92708
ftrl,55.425,51.825,30.6972,2,130.5009,15,0.20449,0.98438
nadam,45.1,51.25,32.6703,2,43.5003,16,0.05492,0.97396
sgd,57.075,38.975,37.2844,2,130.5009,16,0.08998,0.96354
rmsprop,56.675,55.65,38.6525,2,43.5003,16,0.07894,0.97396
adadelta,60.5,51.9,35.7647,2,304.5021,6,0.78397,0.46875
adagrad,58.125,30.0,36.3187,2,261.0018,14,0.2704,0.86458
adam,58.775,53.2,33.7478,2,87.0006,15,0.04845,0.98958
adamax,50.2,52.15,37.8981,2,304.5021,14,0.1455,0.9375
ftrl,51.25,46.35,41.2683,2,391.5027,15,0.31407,0.86979
nadam,39.825,51.7,31.5733,2,43.5003,15,0.08159,0.97396
sgd,57.0,46.925,43.8496,2,304.5021,15,0.12425,0.94792
rmsprop,54.85,41.575,39.7002,2,391.5027,15,0.12086,0.96354
adadelta,55.175,49.775,37.0419,2,435.0031,11,0.75357,0.48958
adagrad,47.2,48.4,35.4064,2,217.5015,13,0.25969,0.84375
adam,52.775,46.6,35.2295,2,435.0031,14,0.12508,0.94792
adamax,57.575,33.75,35.5031,2,304.5021,15,0.20582,0.90104
ftrl,57.425,30.525,34.1297,2,174.0012,16,0.19495,0.95833
nadam,55.75,45.7,43.2642,2,261.0018,16,0.07722,0.96875
sgd,53.325,25.475,36.6026,2,174.0012,16,0.07484,0.97917
rmsprop,54.35,24.85,39.0869,2,348.0024,15,0.06993,0.96354
adadelta,58.0,46.3,33.7595,2,87.0006,8,0.62698,0.55208
adagrad,55.725,43.0,35.5239,2,87.0006,16,0.30308,0.83854
adam,48.35,23.225,36.4206,2,130.5009,16,0.07056,0.97917
adamax,46.875,38.5,28.5525,2,87.0006,15,0.14814,0.94792
ftrl,49.825,49.7,36.2573,2,435.0031,15,0.32427,0.84375
nadam,53.9,51.25,35.5801,2,130.5009,15,0.07459,0.98438
sgd,43.225,55.05,36.272,2,304.5021,16,0.12888,0.92708
rmsprop,54.0,37.55,35.5641,2,43.5003,16,0.12289,0.96354
adadelta,53.125,53.35,34.3872,2,435.0031,8,0.71552,0.56771
adagrad,60.025,56.275,38.5373,2,435.0031,11,0.35719,0.78125
adam,54.35,48.15,35.2795,2,217.5015,14,0.06242,0.97396
adamax,54.525,31.525,39.361,2,348.0024,16,0.19575,0.90625
ftrl,48.15,49.875,41.5742,2,435.0031,16,0.32711,0.86458
nadam,54.4,34.1,39.6084,2,348.0024,16,0.11659,0.94792
sgd,56.1,25.25,36.7065,2,217.5015,15,0.09393,0.98958
rmsprop,55.175,56.8,30.6753,2,43.5003,16,0.0615,0.97917
adadelta,55.2,47.4,29.8121,2,43.5003,11,0.5616,0.63542
adagrad,60.9,58.9,36.3586,2,304.5021,16,0.28148,0.91667
adam,53.275,50.15,41.6587,2,130.5009,16,0.07549,0.97917
adamax,60.55,45.0,36.8495,2,217.5015,15,0.11729,0.97396
ftrl,58.7,25.55,42.9296,2,261.0018,15,0.27474,0.875
nadam,57.85,45.475,41.163,2,391.5027,16,0.11873,0.95312
sgd,56.275,37.225,33.6171,2,130.5009,16,0.06181,0.98438
rmsprop,46.75,51.025,33.5151,2,261.0018,16,0.05355,0.97396
adadelta,50.475,51.05,35.1119,2,304.5021,10,0.91354,0.51042
adagrad,57.225,54.7,31.1763,2,261.0018,15,0.24946,0.89583
adam,54.25,27.8,40.2598,2,304.5021,16,0.07967,0.96875
adamax,52.825,55.7,32.1594,2,217.5015,13,0.13963,0.94271
ftrl,60.775,49.225,32.9132,2,87.0006,16,0.22218,0.94792
nadam,46.9,44.225,32.029,2,261.0018,16,0.10157,0.96875
sgd,43.25,54.525,37.6201,2,130.5009,15,0.05406,0.98438
rmsprop,54.4,28.875,34.5763,2,217.5015,16,0.06858,0.97917
adadelta,59.775,50.625,35.6743,2,304.5021,4,0.86352,0.4375
adagrad,59.675,49.725,30.4106,2,217.5015,16,0.4164,0.78125
adam,59.325,60.775,33.2037,2,348.0024,15,0.11262,0.94792
adamax,52.475,39.375,35.0669,2,43.5003,16,0.10595,0.96875
ftrl,45.025,54.925,35.623,2,304.5021,16,0.23155,0.91667
nadam,49.3,59.7,35.2555,2,435.0031,16,0.08079,0.96875
sgd,56.525,37.275,31.3958,2,87.0006,16,0.09172,0.96354
rmsprop,47.95,57.025,40.9231,2,435.0031,14,0.07496,0.96354
adadelta,57.4,56.95,31.4762,2,348.0024,7,0.81566,0.48438
adagrad,40.275,47.5,36.8992,2,130.5009,16,0.3013,0.85938
adam,60.075,50.925,39.4323,2,217.5015,16,0.05371,0.98438
adamax,38.675,42.0,36.3372,2,130.5009,16,0.16058,0.90625
ftrl,60.975,21.575,37.372,2,435.0031,15,0.27897,0.90625
nadam,54.325,31.9,38.9326,2,435.0031,16,0.08926,0.97917
sgd,55.375,47.175,36.9847,2,217.5015,15,0.06793,0.97396
rmsprop,57.575,46.7,32.7029,2,348.0024,15,0.16788,0.94271
adadelta,50.125,48.95,36.8713,2,348.0024,10,0.60365,0.65104
adagrad,58.525,49.425,41.8732,2,391.5027,16,0.32293,0.88021
adam,64.325,72.875,24.1944,2,43.5003,16,0.07517,0.96875
adamax,64.325,78.25,26.7353,2,304.5021,16,0.1405,0.95833
